Potential (V);Current (A)
-0.55;3.362985063806956e-10
-0.5477982982982984;0.06755556841575351
-0.5455965965965967;0.10671987295246194
-0.543394894894895;0.12927281065562019
-0.5411931931931933;0.1422690258629866
-0.5389914914914915;0.14979250954682485
-0.5367897897897899;0.15410314000069875
-0.5345880880880882;0.15660197158178427
-0.5323863863863865;0.1580402592879777
-0.5301846846846847;0.15886951924651943
-0.527982982982983;0.1593493696481091
-0.5257812812812813;0.1596244511132387
-0.5235795795795797;0.1597839117155757
-0.5213778778778779;0.15987566372828088
-0.5191761761761762;0.15992860540216858
-0.5169744744744745;0.1599592401160016
-0.5147727727727728;0.15997682547240868
-0.5125710710710711;0.15998703379438506
-0.5103693693693694;0.15999292082440264
-0.5081676676676677;0.15999633617466952
-0.505965965965966;0.15999832895552557
-0.5037642642642643;0.15999949178063747
-0.5015625625625626;0.16000018560634896
-0.4993608608608609;0.16000060541939784
-0.4971591591591592;0.16000086966236152
-0.4949574574574575;0.16000104510733618
-0.4927557557557558;0.16000116978931922
-0.4905540540540541;0.1600012667396075
-0.4883523523523524;0.16000134852504752
-0.4861506506506507;0.160001422802087
-0.48394894894894896;0.16000149391662707
-0.48174724724724727;0.16000156444887895
-0.47954554554554557;0.16000163593161068
-0.4773438438438439;0.16000170933295746
-0.4751421421421422;0.16000178523781877
-0.4729404404404405;0.16000186405232739
-0.4707387387387388;0.16000194611231938
-0.4685370370370371;0.16000203160726095
-0.46633533533533533;0.16000212080671677
-0.4641336336336337;0.16000221386018942
-0.46193193193193194;0.1600023109662568
-0.4597302302302303;0.16000241234413023
-0.45752852852852854;0.16000251812487307
-0.45532682682682685;0.16000262858901287
-0.45312512512512515;0.16000274387614039
-0.4509234234234235;0.16000286422068802
-0.44872172172172176;0.16000298987526923
-0.44652002002002;0.16000312100053773
-0.44431831831831836;0.16000325794977083
-0.44211661661661666;0.16000340087598622
-0.43991491491491497;0.16000355008576664
-0.43771321321321327;0.16000370587718837
-0.4355115115115115;0.16000386845848982
-0.4333098098098099;0.1600040382684641
-0.4311081081081081;0.16000421549087537
-0.4289064064064064;0.16000440051816564
-0.4267047047047048;0.1600045937062862
-0.42450300300300303;0.16000479532069634
-0.42230130130130134;0.16000500591592987
-0.42009959959959964;0.1600052257034314
-0.41789789789789794;0.1600054551879442
-0.41569619619619624;0.1600056947949195
-0.41349449449449455;0.1600059448706762
-0.41129279279279285;0.16000620609435404
-0.40909109109109115;0.16000647873043075
-0.4068893893893894;0.16000676341822612
-0.4046876876876877;0.16000706067030537
-0.40248598598598606;0.1600073709348676
-0.4002842842842843;0.16000769503861653
-0.3980825825825826;0.16000803332082442
-0.3958808808808809;0.16000838659248787
-0.3936791791791793;0.1600087554636266
-0.3914774774774775;0.16000914052371515
-0.3892757757757758;0.1600095427709288
-0.3870740740740741;0.16000996264529918
-0.3848723723723724;0.16001040117427864
-0.3826706706706707;0.1600108590863276
-0.38046896896896903;0.1600113371520792
-0.37826726726726734;0.16001183658166707
-0.3760655655655656;0.1600123579418531
-0.3738638638638639;0.16001290253717787
-0.3716621621621622;0.16001347123729345
-0.36946046046046055;0.16001406505064075
-0.3672587587587588;0.16001468544114023
-0.3650570570570571;0.16001533314508803
-0.3628553553553554;0.16001600981872482
-0.3606536536536537;0.16001671650038377
-0.358451951951952;0.16001745450794816
-0.35625025025025026;0.16001822561867646
-0.3540485485485486;0.1600190307854145
-0.3518468468468469;0.16001987211709517
-0.34964514514514516;0.16002075085353787
-0.34744344344344347;0.16002166871865603
-0.34524174174174177;0.16002262787233695
-0.34304004004004;0.1600236295513699
-0.3408383383383384;0.1600246764449572
-0.3386366366366367;0.16002577003788518
-0.336434934934935;0.16002691258542354
-0.3342332332332333;0.16002810671836606
-0.3320315315315316;0.16002935404694185
-0.3298298298298299;0.16003065800861946
-0.32762812812812814;0.16003202038518027
-0.32542642642642644;0.16003344413182963
-0.32322472472472474;0.16003493246239509
-0.32102302302302305;0.16003648747914903
-0.31882132132132135;0.16003811358978992
-0.31661961961961965;0.16003981294034478
-0.31441791791791796;0.16004158941095756
-0.31221621621621626;0.16004344694190864
-0.31001451451451456;0.16004538828856377
-0.30781281281281286;0.1600474191240215
-0.3056111111111111;0.16004954204388216
-0.3034094094094094;0.16005176215793268
-0.3012077077077077;0.16005408431944876
-0.2990060060060061;0.16005651215624725
-0.2968043043043044;0.160059053001411
-0.2946026026026027;0.1600617100142038
-0.292400900900901;0.16006448994739317
-0.29019919919919923;0.16006739881308962
-0.28799749749749753;0.16007044144938531
-0.28579579579579584;0.16007362727473884
-0.28359409409409414;0.16007696027306398
-0.28139239239239244;0.16008044937222607
-0.27919069069069075;0.16008410207015986
-0.276988988988989;0.160087924965534
-0.2747872872872873;0.16009192989892793
-0.27258558558558565;0.1600961222800282
-0.27038388388388396;0.16010051386726645
-0.2681821821821822;0.16010511408727535
-0.2659804804804805;0.16010993197731382
-0.26377877877877876;0.160114982536352
-0.2615770770770771;0.16012027315943392
-0.2593753753753754;0.16012581944510076
-0.2571736736736737;0.16013163335547778
-0.254971971971972;0.16013772733048715
-0.25277027027027027;0.16014412053524413
-0.2505685685685686;0.16015082315275897
-0.24836686686686688;0.16015785604267718
-0.24616516516516518;0.16016523454322273
-0.24396346346346354;0.16017297588057558
-0.2417617617617618;0.16018110477981187
-0.23956006006006011;0.16018963537346878
