Potential (V);Current (A)
-0.55;3.362985063806956e-10
-0.5477997997997999;0.08184686281247269
-0.5455995995995997;0.15329445606513986
-0.5433993993993994;0.2156578741656152
-0.5411991991991992;0.27008548114675357
-0.5389989989989991;0.3175811934208976
-0.5367987987987989;0.35902257050161
-0.5345985985985986;0.3951766485949427
-0.5323983983983984;0.4267137977965868
-0.5301981981981982;0.45421984881492417
-0.5279979979979981;0.4782041702148727
-0.5257977977977978;0.4988957439654586
-0.5235975975975976;0.516958645636373
-0.5213973973973974;0.5327249441623378
-0.5191971971971973;0.5464849643649239
-0.516996996996997;0.5584925121939387
-0.5147967967967968;0.5689694484254387
-0.5125965965965966;0.5781096916523154
-0.5103963963963964;0.5860827216686424
-0.5081961961961962;0.5930366452933401
-0.505995995995996;0.5990995976861283
-0.5037957957957958;0.6043308207181165
-0.5015955955955956;0.6088974838642373
-0.4993953953953954;0.6128835397528366
-0.4971951951951952;0.6163623873773021
-0.49499499499499505;0.619398193144416
-0.4927947947947948;0.6220470471644431
-0.49059459459459465;0.6243579753140647
-0.4883943943943944;0.6263738249383648
-0.48619419419419424;0.6281320399541624
-0.48399399399399406;0.629664853117116
-0.48179379379379383;0.6309875843848478
-0.47959359359359366;0.6321423147018786
-0.47739339339339343;0.6331502690444287
-0.47519319319319325;0.6340300042608166
-0.472992992992993;0.6347977430581568
-0.47079279279279285;0.6354676663396275
-0.4685925925925926;0.6360521690640296
-0.4663923923923924;0.6365620841723264
-0.46419219219219227;0.6370068785599032
-0.46199199199199203;0.637394660745896
-0.45979179179179186;0.6377293918805013
-0.45759159159159163;0.6380216642581764
-0.45539139139139145;0.6382768445108777
-0.4531911911911912;0.6384996247471639
-0.45099099099099105;0.6386941069954455
-0.44879079079079087;0.6388638771064216
-0.44659059059059064;0.6390120694426709
-0.44439039039039047;0.6391414234978974
-0.44219019019019024;0.6392543334368205
-0.43998998998999006;0.6393528397687805
-0.43778978978978983;0.6394379682831848
-0.43558958958958965;0.6395123845672498
-0.4333893893893895;0.6395774463439997
-0.43118918918918925;0.6396343408413864
-0.428988988988989;0.6396841061510442
-0.42678878878878884;0.6397276499090646
-0.42458858858858867;0.6397657656548019
-0.42238838838838844;0.6397991471464972
-0.4201881881881882;0.6398284008874752
-0.41798798798798803;0.639854041572999
-0.41578778778778785;0.6398763378606016
-0.4135875875875876;0.6398959596901328
-0.41138738738738745;0.639913251779857
-0.4091871871871872;0.6399285158051409
-0.406986986986987;0.6399420158037863
-0.4047867867867868;0.639953982901044
-0.40258658658658664;0.6399646194491972
-0.4003863863863864;0.6399741026491594
-0.39818618618618623;0.6399825877198886
-0.395985985985986;0.6399902063866403
-0.3937857857857858;0.6399970337390554
-0.3915855855855856;0.6400032368772919
-0.3893853853853854;0.6400089052070889
-0.3871851851851852;0.6400141173525912
-0.384984984984985;0.6400189425231461
-0.3827847847847848;0.6400234417154378
-0.3805845845845846;0.6400276687633217
-0.37838438438438443;0.6400316712581873
-0.3761841841841842;0.6400354913553716
-0.37398398398398397;0.6400391657547307
-0.3717837837837838;0.6400427225694685
-0.3695835835835837;0.640046201578393
-0.36738338338338344;0.6400496288753001
-0.3651831831831832;0.6400530279807076
-0.362982982982983;0.6400564201956367
-0.3607827827827828;0.6400598249111088
-0.35858258258258263;0.6400632598819479
-0.35638238238238235;0.6400667414672218
-0.3541821821821822;0.6400702848424481
-0.35198198198198205;0.6400739048641164
-0.3497817817817818;0.6400776221117049
-0.34758158158158153;0.6400814432028796
-0.3453813813813814;0.6400853801553691
-0.3431811811811812;0.6400894445765146
-0.34098098098098106;0.6400936477642571
-0.33878078078078083;0.6400980007964466
-0.3365805805805806;0.6401025146121808
-0.3343803803803804;0.6401072000855276
-0.33218018018018025;0.6401120680918937
-0.3299799799799801;0.6401171312819631
-0.3277797797797798;0.6401224153628451
-0.3255795795795796;0.6401279169663551
-0.32337937937937944;0.6401336475996735
-0.32117917917917926;0.6401396190486943
-0.31897897897897903;0.6401458434210016
-0.31677877877877886;0.6401523331875949
-0.3145785785785786;0.6401591012232772
-0.31237837837837845;0.6401661608458648
-0.3101781781781782;0.640173525854968
-0.30797797797797805;0.640181213649608
-0.3057777777777778;0.640189262267554
-0.30357757757757764;0.6401976634326206
-0.3013773773773774;0.6402064334035136
-0.29917717717717723;0.6402155891263331
-0.296976976976977;0.6402251482758685
-0.2947767767767768;0.640235129297815
-0.2925765765765766;0.6402455514526773
-0.2903763763763764;0.6402564348609401
-0.28817617617617625;0.6402678005502567
-0.285975975975976;0.6402796757968443
-0.2837757757757758;0.6402921191911842
-0.2815755755755756;0.6403051177762799
-0.27937537537537543;0.6403186969736042
-0.2771751751751752;0.640332883396899
-0.274974974974975;0.6403477049152512
-0.2727747747747748;0.6403631907194226
-0.2705745745745746;0.6403793713913707
-0.2683743743743744;0.6403962789777419
-0.2661741741741742;0.6404139470677752
-0.26397397397397393;0.6404324199296737
-0.2617737737737738;0.6404517894093342
-0.2595735735735737;0.6404720365276021
-0.2573733733733734;0.6404932023410297
-0.2551731731731732;0.6405153299371209
-0.252972972972973;0.6405384645451382
-0.2507727727727729;0.6405626536533294
-0.24857257257257262;0.6405879471332215
-0.2463723723723724;0.6406143973717402
-0.24417217217217224;0.6406420594111234
-0.241971971971972;0.6406710066798472
-0.2397717717717718;0.6407013857515284
-0.2375715715715716;0.6407331695979822
-0.23537137137137143;0.6407664262165832
-0.23317117117117123;0.640801227156273
-0.23097097097097102;0.6408376477232975
-0.2287707707707708;0.6408757672001661
-0.22657057057057065;0.640915669078791
-0.22437037037037044;0.6409574413086606
-0.22217017017017018;0.6410011765613557
-0.21996996996996998;0.641046999665742
-0.2177697697697698;0.6410951499625304
-0.21556956956956957;0.641145590235341
-0.2133693693693694;0.6411984364144311
-0.21116916916916922;0.6412538108639889
-0.20896896896896902;0.6413118427790006
-0.20676876876876882;0.641372668608589
-0.2045685685685686;0.6414364325081867
-0.20236836836836844;0.6415032868221238
-0.20016816816816818;0.6415733925992073
-0.19796796796796798;0.6416469683652885
-0.19576776776776783;0.6417244162897561
-0.19356756756756757;0.6418056879174608
-0.19136736736736742;0.6418909875572703
-0.18916716716716722;0.6419805315817765
-0.18696696696696705;0.6420745492095606
-0.1847667667667668;0.6421732833410593
-0.18256656656656656;0.6422769914515944
-0.18036636636636647;0.642385946545559
-0.17816616616616618;0.6425004381755868
-0.17596596596596603;0.6426208613059377
